Date,Frequency
2020-07-21,12
2020-07-22,9
2020-07-23,13
2020-07-24,11
2020-07-25,10
2020-07-26,6
2020-07-27,3
2020-07-28,30
2020-07-29,18
2020-07-30,10
2020-07-31,1
2020-08-01,3
2020-08-02,2
2020-08-03,7
2020-08-04,15
2020-08-05,6
2020-08-06,10
2020-08-07,27
2020-08-08,6
2020-08-09,17
2020-08-10,15
2020-08-11,14
2020-08-12,11
2020-08-13,119
2020-08-14,82
2020-08-15,12
2020-08-16,21
2020-08-17,34
2020-08-18,39
2020-08-19,31
2020-08-20,58
2020-08-21,34
2020-08-22,19
2020-08-23,15
2020-08-24,16
2020-08-25,17
2020-08-26,13
2020-08-27,55
2020-08-28,27
2020-08-29,11
2020-08-30,5
2020-08-31,40
2020-09-01,20
2020-09-02,106
2020-09-03,28
2020-09-04,20
2020-09-05,13
2020-09-06,7
2020-09-07,5
2020-09-08,15
2020-09-09,10
2020-09-10,13
2020-09-11,5
2020-09-12,5
2020-09-13,9
2020-09-14,19
2020-09-15,9
2020-09-16,9
2020-09-17,8
2020-09-18,11
2020-09-19,6
2020-09-20,1
2020-09-21,4
2020-09-22,8
2020-09-23,11
2020-09-24,17
2020-09-25,9
2020-09-26,1
2020-09-27,1
2020-09-28,9
2020-09-29,5
2020-09-30,21
2020-10-01,12
2020-10-02,8
2020-10-03,7
2020-10-04,8
2020-10-05,45
2020-10-06,22
2020-10-07,15
2020-10-08,21
2020-10-09,14
2020-10-10,11
2020-10-11,14
2020-10-12,16
2020-10-13,44
2020-10-14,71
2020-10-15,36
2020-10-16,29
2020-10-17,24
2020-10-18,20
2020-10-19,60
2020-10-20,69
2020-10-21,15
2020-10-22,21
2020-10-23,12
2020-10-24,12
2020-10-25,4
2020-10-26,12
2020-10-27,9
2020-10-28,13
2020-10-29,11
2020-10-30,9
2020-10-31,3
2020-11-01,8
2020-11-02,30
2020-11-03,30
2020-11-04,15
2020-11-05,8
2020-11-06,10
2020-11-07,6
2020-11-08,5
2020-11-09,112
2020-11-10,76
2020-11-11,24
2020-11-12,16
2020-11-13,16
2020-11-14,7
2020-11-15,8
2020-11-16,29
2020-11-17,14
2020-11-18,16
2020-11-19,13
2020-11-20,13
2020-11-21,3
2020-11-22,11
2020-11-23,13
2020-11-24,39
2020-11-25,34
2020-11-26,9
2020-11-27,10
2020-11-28,5
2020-11-29,5
2020-11-30,8
2020-12-01,9
